"Client","Analyte","Station_ID","Station_Description","SampleType","Result","MRL","Unit","Status","Sampled","DATUM","DECIMAL_LAT","DECIMAL_LONG","StatusIdentifier","Comment","HUC","Database","SD","Detect"
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",16.1,-10,"°C","A",2015-08-12 10:49:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",148,10,"MPN/100 mL","A",2015-06-30 16:15:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",16.7,-10,"°C","A",2015-06-30 16:15:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",15.2,-10,"°C","A",2017-06-28 12:26:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",10,10,"MPN/100 mL","A",2015-07-22 11:33:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",15.1,-10,"°C","A",2015-07-22 11:33:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",15.4,-10,"°C","A",2016-08-17 11:21:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",17.3,-10,"°C","A",2014-08-06 18:01:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Field Duplicate::FD",13.6,-10,"°C","A",2014-06-26 11:46:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",18.1,-10,"°C","A",2014-08-20 17:43:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",17.2,-10,"°C","A",2014-07-09 18:40:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",20,10,"MPN/100 mL","A",2014-08-06 18:01:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",16.2,-10,"°C","A",2014-07-23 16:36:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",13.9,-10,"°C","A",2014-06-04 15:32:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",12.9,-10,"°C","A",2014-05-21 17:52:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Creek","Field Duplicate::FD",85,10,"MPN/100 mL","A",2014-06-26 11:46:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Creek","Field Primary::FP",228,10,"MPN/100 mL","A",2014-06-26 11:45:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Field Primary::FP",13.6,-10,"°C","A",2014-06-26 11:45:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",1483,10,"MPN/100 mL","A",2014-06-25 17:54:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",13.6,-10,"°C","A",2014-06-25 17:54:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",14.3,0,"°C","A",2013-06-27 10:09:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",20,10,"MPN/100 mL","A",2013-06-27 10:09:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",14.7,-10,"°C","A",2017-08-30 12:49:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",12.2,-10,"°C","A",2017-06-07 10:16:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",14,-10,"°C","A",2015-06-03 10:53:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",12.7,0,"°C","A",2013-08-21 16:57:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",16.3,-10,"°C","A",2015-09-02 10:20:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Field Primary::FP",16.1,-10,"°C","A",2013-07-10 17:10:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Field Duplicate::FD",16.2,-10,"°C","A",2013-07-10 17:10:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",10,10,"MPN/100 mL","A",2013-07-22 15:00:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",10,10,"MPN/100 mL","A",2013-09-04 16:45:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",17.3,0,"°C","A",2013-09-04 16:45:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",15,0,"°C","A",2013-07-22 15:00:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Creek","Grab Sample::GS",9.1,0,"°C","A",2013-06-12 10:28:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",13.9,-10,"°C","A",2016-07-06 15:02:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",13.1,-10,"°C","A",2016-05-25 10:09:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",17.4,0,"°C","A",2013-09-04 16:06:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",13,-10,"°C","A",2015-06-03 10:09:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2013-07-22 14:30:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",15.5,-10,"°C","A",2013-07-10 15:59:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",52,10,"MPN/100 mL","A",2013-08-21 16:30:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",12.6,0,"°C","A",2013-08-21 16:30:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",12.1,-10,"°C","A",2017-06-07 09:41:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",16,-10,"°C","A",2015-09-02 09:48:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",14,-10,"°C","A",2017-08-30 12:01:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",179,10,"MPN/100 mL","A",2013-06-27 10:55:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Field Primary::FP",97,10,"MPN/100 mL","B",2013-07-01 19:50:00,"Assumed NAD83",42.06709,-124.31467,NA,"FBK2::B","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Field Primary::FP",16.2,0,"°C","A",2013-07-01 19:50:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Field Duplicate::FD",175,10,"MPN/100 mL","B",2013-07-01 19:51:00,"Assumed NAD83",42.06709,-124.31467,NA,"FBK2::B","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Field Primary::FP",14.6,0,"°C","A",2013-07-02 07:30:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Field Duplicate::FD",14.6,0,"°C","A",2013-07-02 07:31:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Field Primary::FP",402,10,"MPN/100 mL","A",2013-07-02 09:00:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Field Duplicate::FD",41,10,"MPN/100 mL","A",2013-07-02 07:31:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Field Duplicate::FD",464,10,"MPN/100 mL","A",2013-07-02 09:01:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",14.1,-10,"°C","A",2016-08-17 10:50:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Field Duplicate::FD",16.2,0,"°C","A",2013-07-01 19:51:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",13.5,-10,"°C","A",2014-06-25 17:22:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",12.2,-10,"°C","A",2014-05-21 17:15:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",13.5,-10,"°C","A",2014-06-04 17:01:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",15.6,-10,"°C","A",2014-07-23 15:55:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",16.4,-10,"°C","A",2014-07-09 18:01:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2014-08-20 17:03:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",16.6,-10,"°C","A",2014-08-20 17:03:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Field Primary::FP",14.9,0,"°C","A",2013-07-02 09:00:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Field Duplicate::FD",14.9,0,"°C","A",2013-07-02 09:01:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",16.4,-10,"°C","A",2014-08-06 17:29:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",8.7,0,"°C","A",2013-06-12 09:59:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",14.7,0,"°C","A",2013-07-22 14:30:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",15.3,-10,"°C","A",2015-07-22 10:53:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",15.3,0,"°C","A",2013-06-27 10:55:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2017-06-28 11:59:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",16.1,-10,"°C","A",2015-06-30 15:45:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",15.4,-10,"°C","A",2015-08-12 10:16:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2016-05-25 09:38:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2017-07-19 10:45:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",13.9,-10,"°C","A",2017-07-19 10:45:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Enterococcus","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2017-06-07 09:41:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",17.5,-10,"°C","A",2017-08-09 10:29:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",14.1,-10,"°C","A",2017-06-28 11:59:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
"Beach Monitoring","Temperature","31555","Harris Beach SP mid point of south parking lot","Grab Sample::GS",14.3,-10,"°C","A",2016-07-27 11:56:00,"Assumed NAD83",42.06709,-124.31467,NA,"","17100312","Element","Element 31555",1
